,w_init,trajectory,loss
152,1.6474584043057507,"[0.544803695359537, 0.8927045654069132, 1.100700355296016, 1.1590992622781646, 1.2917557464881353, 1.3234597921251545, 1.378821790907315, 1.3994554118422544, 1.4105539515619587, 1.4268191426365708, 1.4405198894601383, 1.458628714327332, 1.4732321750687551, 1.4957508228815628, 1.5193944678382467, 1.542096912279314, 1.5615192819923849, 1.5714755123868032, 1.5851899416592823, 1.6000877038922414, 1.5993426411555776, 1.6021419143105988, 1.599502073939277, 1.6044006946124012, 1.6076446414273697, 1.607760696369504, 1.609570857186095, 1.6039649673264884, 1.611012511885394, 1.6119931826246388, 1.6178840335989517, 1.6238815280072754, 1.6298482818936126, 1.6342379691917666, 1.6474584043057507]","[14.456905191062162, 6.228087890578907, 1.8953234789104936, 4.106197080117123, 1.253589529915749, 1.8094333143324595, 0.8707675752228339, 1.3675635867288023, 0.97486091247551, 0.9472859819228998, 1.213393139794237, 1.1974116482556747, 1.2291075430254306, 1.0651958596287854, 1.4074175806080256, 1.303326719597014, 1.7778855586964342, 1.3019963639767795, 0.9778174430620401, 1.1478622063580775, 1.3137852411039612, 0.9264264356731756, 1.0854098228235078, 1.1801361430225321, 0.7680646978400419, 0.6748379066885128, 0.9608551664555026, 1.044318821538664, 0.8559965962034538, 0.8993055148484265, 0.9827599437333824, 0.9347297274891886, 1.1228866215318485, 0.8572668379156273]"
153,1.6306924858512817,"[-2.373654122712076, 3.040945028741357, 0.9221993428120514, 1.0967077133897534, 1.1937323980598908, 1.2598449800344742, 1.3189441660717836, 1.363479391912681, 1.404789650800122, 1.4230355621520288, 1.4610115397725347, 1.475338935507865, 1.4822438340049715, 1.4910962320730408, 1.4942163440933647, 1.5084228835285483, 1.531326483882498, 1.5484976555813939, 1.5576065869753668, 1.5502525615261786, 1.5488880698016445, 1.5545998116705988, 1.5628188738060258, 1.5676988252783959, 1.5641748514782319, 1.5731143126415883, 1.575671881254847, 1.582480289770929, 1.58290049919619, 1.5819075292352127, 1.5982776419008085, 1.6050700287739341, 1.6067276089260178, 1.6214022694458166, 1.6306924858512817]","[117.5175697114975, 58.18070029445182, 5.477858465760461, 2.7093617302710027, 1.6007420651251099, 1.629286182146662, 1.3503777290574008, 1.8706412555240182, 1.316502256070659, 1.3750315266178366, 1.4868029457281366, 0.8602548984964675, 0.9821037190909293, 1.0862792336101885, 1.0345332015622286, 1.2466637911054295, 1.522396356211342, 1.0432135504093838, 0.999742598796427, 0.8912757660210447, 1.207708402158328, 0.8238023698178957, 1.5883344143249583, 0.7388778979141966, 1.2227585414254976, 1.231838896670059, 0.8786954488590273, 1.0936828970908314, 1.0747740047356809, 1.3898522838778695, 0.9188378123213109, 0.9277483952521369, 1.3401931094483706, 0.6309596043874588]"
154,1.6021854489138996,"[-1.9813940434374127, -0.6588093803151966, -0.7219728435296662, -0.8372687260713606, -1.1412745935346047, -1.562050274534834, -2.2677605666219804, 0.736496624043563, 0.9883031192370058, 1.1060225283076133, 1.1872192962899586, 1.2372820984129673, 1.289426214498734, 1.3628415427121447, 1.3841632513951823, 1.4132479496041193, 1.4545855714851696, 1.4776841967716539, 1.4999813908885355, 1.500202264084203, 1.5146476776420077, 1.5330394347813003, 1.5594489522167763, 1.56255081797571, 1.573408812813823, 1.5840698076797788, 1.5813769489625094, 1.5878921569755065, 1.5986591758140678, 1.6008843012270677, 1.601100496075207, 1.6043107506763405, 1.6099664368308984, 1.6121021143156813, 1.6021854489138996]","[13.023941782177777, 50.42655946742043, 44.88653755251321, 54.613284645512614, 26.415787400189924, 10.692840679182758, 58.58905997074025, 9.442140240930762, 3.700668233276614, 2.222796778916381, 1.8650254514659548, 1.5430062904380155, 2.046722222240974, 1.2909764420651557, 1.5074532522127064, 1.5215892664433066, 1.5150043211569508, 0.9094732499207843, 0.7979471961680548, 1.6237340990835918, 1.1274615370662187, 1.8106410360906624, 1.205941986988831, 1.2053524270035456, 0.7513582233098963, 1.6818450696891596, 0.4273203942180193, 1.1493876866411716, 1.1291963753386876, 0.9227017135706842, 0.7251911085101862, 1.1194619718413057, 0.8277523669400125, 0.8272987348446437]"
155,1.896626108108732,"[1.9506068326007435, 1.9464303640659835, 1.9474680103536561, 1.946721592974187, 1.9509335485709887, 1.9464701189818248, 1.9439467159700243, 1.9369357807506273, 1.932060103373568, 1.927984631731902, 1.9234174741098677, 1.918074932674496, 1.9196431388955, 1.9179516465319377, 1.913122530604097, 1.9191680449417223, 1.9180517485413482, 1.9159806505382315, 1.9140259348407138, 1.9101288381809731, 1.911285786624691, 1.9108727345066434, 1.9115084377777007, 1.9143288507202618, 1.9173960786321667, 1.9145067618105134, 1.9082366634031331, 1.9034362241044556, 1.9019972874067925, 1.9012732115919486, 1.9023368034038566, 1.9022150878107151, 1.9024922702664468, 1.9040216727524941, 1.896626108108732]","[0.8627669440733559, 0.950481735972833, 1.0554656944907483, 0.6136978783888369, 1.0925905814908716, 0.7646820466255065, 1.7372398078069462, 0.8408935146776716, 0.931220492895695, 1.4805791694191859, 1.0178192523449543, 0.8862744067571249, 1.2610114474994334, 1.031596458090486, 0.844061496101574, 0.8942283487088819, 0.8843881523384011, 0.9673280065673642, 0.8561927206798702, 0.8128720422135224, 0.8271648215806431, 1.7104646210306362, 0.6947905108211722, 1.0698516155430084, 0.6674162455070409, 0.7661389529589173, 0.9403491267924025, 1.6712610079038435, 1.340502823176689, 0.763386742748101, 1.336490093343332, 1.1677615763848481, 1.1895112447258134, 1.01296803529203]"
156,1.6287772883688727,"[-2.4365641511254497, 3.0014699547910064, 1.2041076227796381, 1.2736179880359932, 1.3433472046609496, 1.397775873870588, 1.4178647208889923, 1.4306879638326628, 1.4552138115942388, 1.4834786544213845, 1.4991191700293058, 1.5068187111213291, 1.5156748155254558, 1.5489917830937632, 1.5533388712469705, 1.5588845390541677, 1.5693884969364362, 1.5752078555324076, 1.5816003153852924, 1.59456771025012, 1.6039423642304076, 1.6020694750294735, 1.6075168143697987, 1.616470462514594, 1.6177615676646435, 1.6198574010535514, 1.605279270756784, 1.6126521942522025, 1.6156430664269088, 1.6130656782709074, 1.6155610877774211, 1.6187429878844883, 1.6211143428367796, 1.6254109406949282, 1.6287772883688727]","[136.17580534425895, 50.07353056097039, 2.2300762694275753, 1.2707933641573765, 1.4928755328757537, 1.262733194009176, 0.8695570958175384, 1.2785469933872882, 1.2769151195063138, 0.9784396368174939, 0.9806816816588472, 1.3085604591821491, 2.0426016270056526, 1.3245373229176327, 1.191503968099109, 1.4960152242620621, 1.0308143757093828, 0.8310320072178848, 1.0641546703273763, 1.02698813197497, 0.6400918337661133, 1.1511176603405588, 1.1778734596148368, 1.2278136389047996, 0.6857495055574413, 1.3919369711214842, 1.0701278926245499, 1.0143327951889431, 0.8495832693823923, 0.9202433539527521, 1.2253723942866128, 1.0414655866510836, 0.8385557759661693, 1.3713246572051216]"
157,1.6480318151122,"[0.6508714181860622, 0.955575208911992, 1.1613074532294891, 1.3044583491004962, 1.346597067692199, 1.368385843929539, 1.4018321291334706, 1.4140996488794404, 1.4457825939123372, 1.4711660952348107, 1.4829795784373947, 1.4985922948813275, 1.5050203536367965, 1.5127381818715828, 1.5214438265855317, 1.5314674510305226, 1.5400844617514893, 1.537869148137249, 1.544048719330442, 1.554807690089598, 1.556745316443044, 1.5659830506697094, 1.5680624992424264, 1.5813471961916985, 1.5885755078242685, 1.5928013686888822, 1.6015276893884483, 1.5970514094384958, 1.6056651160326123, 1.5998378475861896, 1.615481520138254, 1.6158799481248811, 1.6176617484656952, 1.6148159256154684, 1.6480318151122]","[12.29027618367484, 6.768697816450254, 3.6852759225955225, 1.6440556265501434, 0.9171125542511864, 1.3593519694393659, 1.5910553028653454, 1.3897257724350993, 1.3331630173263938, 1.2768583170965861, 0.9141677259053386, 0.5154198850870828, 0.9967236376756579, 1.579906179022338, 1.0302222573467759, 1.5426432927785032, 0.7598076399067888, 0.6235359372798354, 1.5264445546953145, 0.8643419273997763, 1.222698432868935, 1.1336846411902202, 1.2350016447548697, 1.1962900959557292, 0.8721830247092265, 0.7384802571419691, 1.1945705083699718, 0.629829316753274, 0.7901930184803497, 1.345497976704335, 1.2483229633997661, 1.0056782103423443, 1.0183751932438174, 1.9120645467225024]"
158,,"[3.7601599127064986, -10.476957629186689, 11079.627932772828, -1.045109037277775e+19, 7.998176721979499e+93, -inf, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[595.2210725450248, 1993127.1078477695, 1.9297986575249119e+24, 1.3931611289809174e+114, inf, inf, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
159,1.9273227837095568,"[2.774630411920282, 2.0645844243970726, 2.0408690203579325, 2.0230115341476957, 2.0153722899936826, 2.0011196653671552, 1.9975049520871206, 1.99226186474062, 1.9879271731703319, 1.9945744739336912, 1.985448960490652, 1.9887804429865625, 1.980011525542492, 1.9700307200953024, 1.9641126729669978, 1.9586052382441959, 1.966517751556885, 1.9630681903998133, 1.9620626097240328, 1.9640865237733807, 1.9569194006270072, 1.9545073080175006, 1.9464162890587433, 1.9398248802686637, 1.940528240853361, 1.9361627130862233, 1.9368262430730114, 1.9251428851584205, 1.923916688707854, 1.9252708781307764, 1.9279619333315137, 1.927607905087979, 1.9292183875334825, 1.9259574245967908, 1.9273227837095568]","[15.628577520430065, 1.1755330688926369, 1.466763826403453, 0.8817926609335269, 1.4174744377278305, 1.1176190534273955, 1.0806517937570184, 0.7971839284234491, 1.1691604525531487, 0.938566205724772, 0.7155331181648988, 0.4962481228715433, 1.2376444663206516, 1.047383976497174, 0.8461849652753265, 1.226198245745959, 0.8426183522859104, 0.8881167472167274, 0.8041282943845393, 1.6316191595150775, 0.9063658456847946, 1.169346267726622, 1.5606215412610362, 0.5881292492521067, 1.4838103243649388, 1.2497924699428007, 1.2162722731858067, 0.9587570338271827, 0.719453017156239, 1.030760797774901, 0.7292087201050369, 0.8522292660402319, 1.3281364932804438, 0.9391257208015009]"
160,1.6269250518630507,"[-2.0812179268193107, 0.019025693742306525, 0.515501450473398, 0.9821411310112983, 1.1113394874307467, 1.1886276579170676, 1.2624516069278553, 1.3062303497561933, 1.3438406180723346, 1.380826795702257, 1.450330483241429, 1.4693954790510746, 1.484975320291886, 1.5004117941108375, 1.5119451002530384, 1.5170822152936951, 1.5227760460963282, 1.5375651160454273, 1.5561277098847617, 1.5616930787832544, 1.5652981151262693, 1.5662409325625868, 1.5703222126569643, 1.570243195568899, 1.5719695464266934, 1.5759499357484634, 1.584100694771135, 1.5799549430418176, 1.5884826753574235, 1.5929821450494288, 1.6087134317247054, 1.6183781108082396, 1.625283674233964, 1.6286201835517027, 1.6269250518630507]","[26.528997268171853, 41.49727331708483, 21.860603706835853, 3.8505639566757583, 2.2272044407139044, 2.447015693840205, 1.7944636476862732, 1.773574082216723, 1.4323347942838103, 3.1585887392704017, 1.1253055338400186, 0.9984950399432851, 0.8051463204428018, 1.1643535451686315, 0.9657700051841349, 0.8839217841274746, 1.7104482724401129, 1.0897272962712703, 1.1622333610985192, 1.4288517605129247, 1.0442487779222092, 1.0165518758866552, 0.5058570149802893, 0.9423921819183769, 0.9405186834897544, 1.0285000350780344, 0.6507533104045012, 0.9453572067664243, 0.9614256836933506, 1.2978384429528125, 1.0021161767840867, 1.265856586377275, 1.295148406726034, 0.6507261003249303]"
161,1.6233590646297713,"[-0.04984228585016037, 0.23286959664060072, 0.5523828698280949, 0.9882270615917568, 1.159659699069729, 1.220674446827089, 1.2577525787125299, 1.3214708648026001, 1.3589712910470149, 1.3799955827392965, 1.4229745790426727, 1.4454120266854482, 1.478339474236998, 1.4780313470414623, 1.4864331152449508, 1.4987408031658123, 1.5164844519560696, 1.53739559098077, 1.5495536305391415, 1.5591542519638109, 1.5691545430466216, 1.582531516509291, 1.58294043343529, 1.5939530555166483, 1.590491130160772, 1.5896580847263613, 1.595776435148779, 1.6054958741283034, 1.6074918686151807, 1.60726809931218, 1.6056154339752784, 1.614793719216424, 1.6177411414965044, 1.6114517071079746, 1.6233590646297713]","[29.61672007599864, 22.734471215642678, 19.76391626606825, 4.684398229081313, 1.915017189727279, 1.007275161355643, 1.8182638458125122, 1.3269284288223442, 2.2492147153755324, 1.2711139324084622, 1.463021091903608, 1.5155650884195924, 0.777661998915226, 0.953633448539023, 0.9446022942172667, 1.2318755700511166, 1.0906592393773293, 1.4295931528836883, 0.5967872707720538, 1.1947020020750014, 1.2265132840794155, 0.9515961473242912, 1.2801888300322866, 1.4203178288298655, 0.9105348088910067, 1.0956303437847568, 1.396118715396039, 1.0358978853510856, 1.0982919426778535, 0.7027232082444588, 1.4474641022379946, 0.9169869595322714, 1.1892871647654886, 0.7615718913155084]"
162,1.631980489552263,"[0.959645747051038, 1.138362276625363, 1.1962405190998335, 1.3077444354112033, 1.3690189822445997, 1.4027039444572316, 1.4483536603186127, 1.463040059018319, 1.4779161990468879, 1.490445168371618, 1.4974337548882328, 1.5063493243066786, 1.5113123328947375, 1.529536457075682, 1.5339754819875504, 1.5468713524612094, 1.556581718621233, 1.5647675839650597, 1.5728643598087177, 1.5785688111576148, 1.5826886361693342, 1.5825610300629074, 1.5912875294142674, 1.601989736353418, 1.6060369406099022, 1.611961228342224, 1.6117770311718456, 1.6203978999976285, 1.6285736518002594, 1.6332863226226606, 1.6344649715821573, 1.634601335386554, 1.6355000009290372, 1.6301824949448394, 1.631980489552263]","[5.301168060908483, 1.7116010026520205, 2.765343084929805, 1.9431304258003854, 1.4770826487126782, 1.7643501638092138, 1.1462702230059252, 1.1932903380807995, 1.0179076766049884, 0.7587660285152926, 1.0378146072702281, 1.541889388800196, 1.5129377979715686, 0.669198243997192, 0.9276446064792849, 1.1933349668012652, 1.1737598725654037, 0.7918212828050204, 1.0683489610491606, 1.3321142365762655, 0.9803178456859656, 1.3050663635882285, 1.4447092740348564, 0.9837936309285714, 0.6269122112382586, 1.0640587644317472, 0.9246057403769531, 1.2339060154888053, 0.8623769581542557, 1.0210051977562842, 1.1815974993648017, 0.7416467941549948, 1.423904281714037, 0.7369683971821708]"
163,1.9472977541032168,"[2.63184719640143, 2.139834624251727, 2.1290381658434585, 2.100316424605306, 2.08902479046061, 2.0571721633908346, 2.0440567797419686, 2.0158468534392995, 2.0069124943081524, 2.0036517865750736, 1.9964940011736398, 1.9910335169795284, 1.991750780010003, 1.9884354722796014, 1.9749101185318954, 1.9759886525480637, 1.9660195951538844, 1.9688985186187913, 1.9680419247863912, 1.969686483080422, 1.9571117980515254, 1.9544429846634837, 1.949399379452665, 1.951396644494662, 1.9482719646788402, 1.942444416451572, 1.947042034388677, 1.949280236097213, 1.9553091295926415, 1.9443431492895238, 1.942017052257988, 1.9393820797925772, 1.9404264120678356, 1.936307837000206, 1.9472977541032168]","[10.737295620820516, 1.381498479947932, 0.7186645908012076, 1.1083438147245872, 1.4985402549324076, 0.8659593114901192, 1.442332316076238, 1.03728698031141, 0.9432446188726853, 1.6610430647708874, 0.7007660504999694, 0.828775563965493, 0.43724958283566334, 1.7329997078446249, 0.6280494384780505, 0.8649647932104413, 1.008003314253424, 1.238427061151686, 1.1096636218772438, 1.1661073761640852, 0.790975739876355, 0.7374933351527131, 0.8035193053444711, 1.077641496005172, 0.9723279745552991, 0.9362688038387035, 1.1644604725202046, 1.215312061003623, 1.2225964209426265, 1.292346628450385, 1.007259263473467, 1.484629866341733, 1.0965926242735484, 1.1318581542239001]"
164,,"[-2.745668842831326, 6.931497927271789, -624.7940532813013, 3538603017791.8335, -2.1334883046483492e+61, 3.1702940155304437e+305, -inf, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[324.4011156014629, 62724.70777550199, 3.6883416022774456e+16, 1.258261358875159e+75, inf, inf, inf, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
165,,"[-3.851390382580724, 89.93515288406597, -423976536.2016614, 8.006074935558129e+41, -1.844566712892441e+208, inf, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[5579.85002127412, 631042234614.7202, 5.6573132075875343e+51, 2.46128988784217e+251, inf, inf, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
166,,"[-3.4398228502462214, 43.875430172009125, -11168738.775016785, 1.0513631835697616e+34, -8.647769138809047e+168, inf, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[2384.715485918054, 8043539808.628198, 1.9570668976297208e+42, 1.515324348759103e+204, inf, inf, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
167,1.6264225308947036,"[-0.10923911250374552, 0.1486629171477366, 0.6893642825256884, 0.9918101664494086, 1.1859554017454592, 1.2700236963066742, 1.3253949308865705, 1.3614713016724598, 1.3962711581196294, 1.4220252565438891, 1.4471505793788437, 1.4536006190412212, 1.475026006270587, 1.4932759544930776, 1.5052073446524283, 1.5154621257884529, 1.5208023582518089, 1.5257512280153094, 1.5357101820128083, 1.5386987552134828, 1.5633881196888622, 1.5745050480918545, 1.5929810470664745, 1.5914384002055881, 1.5922571877653742, 1.595677794664639, 1.5965319174171053, 1.593938196364582, 1.5930976830259256, 1.5993699256595342, 1.6044565610287451, 1.6087929639463472, 1.6138555674101895, 1.6162961689695152, 1.6264225308947036]","[29.196076926435584, 40.26303172532292, 13.695972358249856, 5.711412878115639, 2.0374885097318267, 2.164005404411655, 1.451615455548174, 1.8742016711124518, 1.280792974166677, 1.352904026824324, 0.9203793543470539, 1.189668938348198, 0.9153061117873569, 1.3041524553456538, 1.2464231419112088, 0.7292162792912315, 0.8336174350638113, 1.1199039746895245, 1.0474878097875928, 1.3949836055528104, 0.9814370260272305, 1.5959625926626404, 0.6572676087556525, 0.6860458854646534, 1.6412926143146553, 0.6420903692147989, 0.9151455412681597, 0.5759550510273039, 0.8451921995358164, 1.3791467384282845, 1.1035015485075552, 0.8288411188532661, 0.7367309452922138, 1.1624770562925448]"
168,1.6388351097202098,"[0.8506356932266428, 1.0020128353940985, 1.1717893502543861, 1.2355886570112977, 1.2714984433895031, 1.3314427481783757, 1.369482396024401, 1.401996905311702, 1.4350343615907413, 1.452515815157321, 1.4795506784903705, 1.4886719331372642, 1.494323958830617, 1.499725454450838, 1.5111922884271318, 1.5166781750025784, 1.5465768858775204, 1.5514576085880512, 1.5527072631181102, 1.5660787479537615, 1.5800623911641636, 1.5896050788641374, 1.5927990150449474, 1.5932974182446373, 1.5942089218722268, 1.601380970610795, 1.6111737947713904, 1.614194725153166, 1.621917699290147, 1.6207179823347149, 1.6261043073335057, 1.6227494030796492, 1.6336473746920064, 1.6321941756440028, 1.6388351097202098]","[4.923374564416176, 4.740236462318569, 2.4723754881849422, 1.2679509850881374, 2.4348925946854667, 1.735688912552926, 1.4067094244980367, 1.5497837584055025, 1.01628684516476, 1.6392248201278405, 0.730488462082821, 1.380885864672824, 1.2450157756477993, 0.9360414304355088, 1.0349821591310169, 1.3126131428028045, 1.563864176605339, 0.740973502804207, 0.9298883299601208, 0.8938739898703945, 0.9705763091086763, 0.9055701001738398, 0.9241914569645544, 0.7303889631908679, 1.1467827069667371, 1.040756646714999, 0.7403791875296953, 1.1587741726156442, 1.073181256850392, 1.3421492281298575, 0.8892640592682872, 1.2717325244461009, 0.7731579720072552, 0.8217827529300005]"
169,1.623432207396905,"[0.5508114966918507, 0.8812585874005469, 1.0601060434326801, 1.1721447704040693, 1.2401622890801947, 1.2974977195916395, 1.364027255247015, 1.4350377699773598, 1.450378751976274, 1.4561332694795635, 1.470546857550593, 1.4939506483231202, 1.505645647528374, 1.503259444167436, 1.4999419402086986, 1.5080226536312047, 1.5160900636766843, 1.525188546033129, 1.5314492429799158, 1.5513274026880262, 1.5586761784565613, 1.5652187489611298, 1.5783768676446, 1.5809856577802222, 1.5945283286197691, 1.5965888065440255, 1.5966363663652925, 1.5986169442283364, 1.616412229967106, 1.6244169253712386, 1.6290621507240926, 1.6409311201673717, 1.6374123485962362, 1.6275252685527404, 1.623432207396905]","[15.777983047323023, 6.906399907997207, 3.43921906129772, 1.73998678288735, 1.941806996613775, 1.5562323828863494, 2.3108879695110933, 0.7273179538895851, 0.6557780753854379, 1.509652592407707, 1.4852705439836618, 1.4216763698232364, 0.6471982607931391, 1.348499045046041, 1.2294581303643104, 0.8016531666060284, 0.8889158088024419, 0.9610193201535594, 0.8972861864739899, 1.0033819999758105, 1.6461081513190912, 0.8842368610695608, 1.043041660327767, 0.9730046300306161, 1.1421137035853834, 1.22406477075254, 0.7767976579609083, 0.9647878304913975, 1.270183497106108, 0.8110966553917869, 1.2165675646240857, 1.1281033589587182, 1.313953035309794, 0.7338294960139775]"
170,1.6141428956433825,"[-1.461100725422714, -2.0475245535553297, -1.067142106993965, -1.5646185501248369, -2.13505878997538, -0.3564729325927921, -0.1299821593375653, 0.16625064536083142, 0.6121282601995166, 0.8028059543578708, 0.9531978769005105, 1.20723253259081, 1.2632596533139426, 1.3120009851253178, 1.346997225808719, 1.3794367017494615, 1.4049170819009102, 1.4164250760079802, 1.4307700571491015, 1.4615190488538554, 1.4842729862142747, 1.487357281412249, 1.5013773101437207, 1.5028947148239575, 1.5284998163677321, 1.5317168057911763, 1.5396027375018364, 1.5581553765416232, 1.5717936129981755, 1.5878206970559896, 1.590558686413347, 1.5989288443540322, 1.6058497875423499, 1.6023490178197082, 1.6141428956433825]","[14.08457038189147, 12.434325070411768, 37.914222317598835, 8.441589866774441, 27.246769943518107, 51.28219989399862, 36.77046597768329, 32.22814272842166, 8.945031964476957, 4.817664878635626, 7.8970986981816225, 1.8577662119077725, 2.0315862873650854, 1.238774822149204, 1.2333732172409497, 1.2922225989290972, 1.1200593177808973, 1.30745007489168, 1.2077248407436554, 0.9375934117273732, 1.1959820803308092, 1.3982217188306205, 1.0923047214125414, 1.4336849253126573, 0.9140755998294808, 1.2638421638559088, 0.841570796329727, 0.7557850717858515, 1.2539169228536307, 0.8374778968730745, 0.9487265806922424, 0.9050607964821743, 0.8714119832739875, 0.9807882833767347]"
171,,"[3.908929235299591, -17.007317423362018, 87526.43911820026, -3.7494957233563695e+23, 4.593484803855032e+116, -inf, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[932.8627148447806, 25434462.652583495, 5.46962932222493e+29, 2.8705419378928198e+141, inf, inf, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
172,1.6214144946156122,"[0.6379617539663753, 0.9692669397052549, 1.2578227308783045, 1.3229100439051071, 1.3671291485247337, 1.3992965737813259, 1.4153899047970437, 1.440755441293126, 1.4697726431085314, 1.4816789652482876, 1.5100901117075958, 1.5163276864176025, 1.5265488299447756, 1.5315788612973507, 1.5405454695034504, 1.5496701822572598, 1.5522098916036156, 1.5630194300161573, 1.5815222384009988, 1.593035298692664, 1.5945393907718857, 1.5850198351612963, 1.5893653478919147, 1.596537595177062, 1.6003201333118655, 1.6092323567656701, 1.6052335710530519, 1.612193580875028, 1.6098784730620959, 1.6153910046618685, 1.6162801515763878, 1.6143554087580108, 1.6168849561026772, 1.6226342334199941, 1.6214144946156122]","[14.292419115644634, 7.450847343536041, 2.8615884591718976, 1.4930436378222338, 1.2587043127437918, 1.5249809550459945, 1.3990444559478996, 1.479628862280033, 1.3037653136411211, 1.2911267234164545, 0.7383217882705122, 1.0029262412149968, 1.2422148337788175, 1.222648210688658, 0.6698756831753907, 0.9283292265615076, 1.7089876328533014, 1.6161415864352326, 0.9100824717628687, 0.8113780974451946, 0.7127138223216735, 0.7229908634109565, 1.5095677165863906, 0.6636947739440715, 1.2555093241733217, 0.6904974025137373, 0.6482775928778466, 0.7022021462705816, 0.8371922465144368, 1.5175103575122222, 0.8059149650368196, 1.5057161351031856, 0.8358323873624885, 1.024748526405012]"
